"TARGET_FLAG","TARGET_AMT","KIDSDRIV","AGE","HOMEKIDS","YOJ","INCOME","PARENT1","HOME_VAL","MSTATUS","SEX","TRAVTIME","CAR_USE","BLUEBOOK","TIF","RED_CAR","OLDCLAIM","CLM_FREQ","REVOKED","MVR_PTS","CAR_AGE","URBANICITY","HSDropout","Bachelors","Masters","PhD","Panel_Truck","Pickup","Sports_Car","Van","SUV","Professional","Blue_Collar","Clerical","Doctor","Lawyer","Manager","Home_Maker","Student","INCOME_MOD","HOME_VAL_MOD","BLUEBOOK_MOD","OLD_CLAIM_MOD","predict_prob","predict_target"
NA,NA,1,45,1,11,63952,0,196368,1,0,50,0,14620,1,0,3799,2,0,0,13,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,120.485515098255,3.96384798704622,83.1841797950633,8.24275634571448,0.343525066627689,0
NA,NA,1,41,2,14,45298,0,189778,1,1,5,1,16000,1,0,8584,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103.772485511165,3.94858764957956,86.7160150362986,9.05777177333158,0.330593459643998,0
NA,NA,0,30,2,8,17532,1,158840,0,1,53,1,6250,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,68.7985084808064,3.86997773359729,56.2212746860325,0,0.449128847368406,0
NA,NA,0,38,0,9,39547,0,129938,1,0,43,0,27940,3,0,0,0,1,0,8,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,97.8475970101571,3.78313803893968,112.127043535642,0,0.342270789111724,0
NA,NA,0,38,0,12,51778,0,354624,1,0,33,0,20850,1,0,7733,3,0,0,8,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,109.957511463708,4.23763745018208,97.9733353861605,8.95338147216724,0.241854080796686,0
NA,NA,1,40,2,16,84594,0,263300,1,0,26,0,13960,1,0,0,0,0,0,19,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,135.999724899124,4.09742437889276,81.4314518286406,0,0.0878441001611253,0
NA,NA,0,52,0,13,40833,0,159144,1,1,66,1,10780,4,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,99.2128414566857,3.87081397616544,72.2831797085842,0,0.0708413417288406,0
NA,NA,0,46,0,12,132651,0,340258,1,0,11,1,24800,6,0,0,0,0,0,12,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,165.247028530483,4.21788119664229,106.130992314709,0,0.09474228864079,0
NA,NA,0,44,0,12,43650,0,116191,1,0,32,0,10270,1,0,0,0,0,0,11,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,102.12055805216,3.73563547791009,70.6860924683248,0,0.187990213989701,0
NA,NA,0,43,0,11,23486,0,0,0,0,5,0,8070,1,0,0,0,0,0,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,78.0836887219316,0,63.2511898281344,0,0.0138670259645189,0
NA,NA,0,44,0,4,109624,0,0,0,1,29,1,21170,3,0,54399,4,0,6,14,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,152.152518066683,0,98.6636812763037,10.904119432844,0.15929814064243,0
NA,NA,0,43,2,15,43808,0,176022,1,1,55,0,10280,10,0,0,0,0,2,7,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,102.280450834786,3.91515594788674,70.7178137358733,0,0.00948736520962895,0
NA,NA,0,41,0,13,49662,0,221544,1,0,31,0,19730,1,0,0,0,0,0,9,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,107.988741768374,4.0182502386563,95.5110426979159,0,0.112328956498679,0
NA,NA,0,55,0,13,51778,0,0,0,1,8,0,19710,6,0,0,0,0,0,17,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,109.957511463708,0,95.4663973602843,0,0.0663277785107908,0
NA,NA,0,42,0,7,76034,0,0,0,0,39,1,11880,1,0,0,0,1,0,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,129.860297674803,0,75.5945313806698,0,0.753617249806528,1
NA,NA,0,52,0,13,160405,0,0,0,1,8,1,19170,1,0,16951,5,0,3,11,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,179.415248677944,0,94.2516135819345,9.73814109994814,0.196739111212168,0
NA,NA,0,46,0,13,170949,0,458806,1,1,30,0,23730,1,0,0,0,0,0,15,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,184.429854015916,4.36278776997535,103.994951644892,0,0.0186439202196655,0
NA,NA,0,40,1,11,29310,0,118987,1,1,5,1,9240,1,0,0,0,1,1,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,85.9444525161181,3.74568666774397,67.3247545469226,0,0.560342981365819,1
NA,NA,0,57,2,0,0,0,82024,1,0,14,0,1500,6,0,8694,3,0,1,5,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3.59149550080443,29.119108217154,9.07050342678838,0.39650834548055,0
NA,NA,0,59,0,11,39763,0,190272,1,0,13,1,21190,7,0,0,0,0,1,10,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,98.078647654761,3.94974776305027,98.7066405414982,0,0.0162556453279565,0
NA,NA,0,38,2,14,57684,1,189247,0,0,22,0,5300,10,0,5892,2,0,0,17,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,115.222415226863,3.947337654165,52.10641281724,8.68152048483791,0.437407699287347,0
NA,NA,1,38,2,13,58193,0,199571,1,1,24,0,26650,10,0,0,0,0,1,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115.661556736308,3.97110170443207,109.710050599737,0,0.00584225235772187,0
NA,NA,1,62,1,11,66784,0,262589,1,1,49,0,29350,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,122.767429036996,4.09617259656269,114.701034978074,0,0.110809884905967,0
NA,NA,0,51,0,0,0,0,0,0,0,33,0,4270,4,0,0,0,0,5,9,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,47.1658049184776,0,0.599189548271059,1
NA,NA,0,50,0,8,21567,0,149254,1,1,42,1,17990,1,0,5228,2,0,5,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,75.2542369805532,3.84285179519638,91.5312442970032,8.56197533418813,0.668128529124632,1
NA,NA,0,37,3,15,72019,1,0,0,0,46,0,12400,1,0,1109,3,0,8,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,126.845360939693,0,77.1023112547999,7.01211529430638,0.684635111774652,1
NA,NA,0,33,3,12,14369,0,142305,1,0,37,0,32280,10,0,0,0,0,4,6,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,63.1198115954526,3.82220413540554,119.844568345935,0,0.0253180209733931,0
NA,NA,0,43,0,0,0,0,158840,1,0,32,0,14530,1,0,8894,3,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.86997773359729,82.9477190838486,9.09324460009994,0.281302762675348,0
NA,NA,0,42,0,12,4215,0,0,1,0,23,0,6120,12,0,4995,3,0,5,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,37.113964815077,0,55.6791255013684,8.51639287124547,0.423230512994674,0
NA,NA,0,40,1,11,71293,1,164600,0,0,27,1,8630,3,0,0,0,0,0,12,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,126.290098924046,3.88558640449216,65.2380508345164,0,0.0840788504780393,0
NA,NA,0,32,2,13,34368,0,142365,1,0,48,0,7640,17,0,0,0,0,2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,92.0777703653603,3.82238620700873,61.674556944464,0,0.230132131804954,0
NA,NA,0,49,0,14,28696,0,164841,0,1,49,1,5920,4,0,0,0,0,0,7,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,85.160195637745,3.88622885604574,54.8327852776987,0,0.494352496422112,0
NA,NA,0,66,1,14,45876,0,207530,1,0,30,0,18880,3,0,28353,1,0,7,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,104.343773989134,3.98868867529876,93.5916098116628,10.2525233926776,0.369086171741123,0
NA,NA,0,46,0,6,106711,0,312123,1,0,26,1,12630,4,0,9091,3,0,0,10,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,150.388483215828,4.17694553449114,77.7583335527561,9.11515018497243,0.387397504780321,0
NA,NA,0,39,0,14,167127,0,468778,1,1,25,0,20910,10,0,0,0,0,1,13,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,182.632971533398,4.37340096122592,98.1032079946079,0,0.0248072925271614,0
NA,NA,0,55,1,15,67140,0,228964,1,0,72,1,21130,9,0,0,0,0,0,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123.05036857273,4.03323654822175,98.5776970713284,0,0.0164054519680474,0
NA,NA,1,40,2,14,51778,0,123204,1,1,33,0,7530,6,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.957511463708,3.76045679506085,61.26359585198,0,0.0181473148147818,0
NA,NA,0,46,0,13,23863,0,143184,1,1,44,0,11320,1,0,7387,2,0,4,18,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,78.6239652511791,3.8248647029792,73.9304249945578,8.90761234131913,0.338294541303546,0
NA,NA,1,41,2,10,132114,1,0,0,1,33,1,18810,3,0,943,2,0,5,13,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,164.957037537759,0,93.4314813792588,6.8501261661455,0.715032673061599,1
NA,NA,0,45,0,13,117609,0,362233,1,1,5,0,17760,4,0,0,0,0,0,23,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,156.855864732059,4.24781550134074,90.9899036652239,0,0.0574282327814261,0
NA,NA,0,56,0,12,184068,0,0,0,1,31,0,33080,7,0,0,0,0,2,13,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,190.430102460967,0,121.204765570697,0,0.0560289618050411,0
NA,NA,0,41,0,12,75080,0,237088,1,0,37,0,9010,1,0,6244,2,0,4,3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,129.152258844399,4.04915854348624,66.5469458767291,8.73953642255968,0.192560464050796,0
NA,NA,0,46,0,10,76744,0,231484,0,0,62,0,15300,16,0,0,0,0,0,10,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,130.38398149534,4.03822832360692,84.9459640690873,0,0.159222963588261,0
NA,NA,0,39,0,7,140469,0,351523,1,0,8,0,29170,1,0,0,0,0,0,13,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,169.395688539015,4.23343380373272,114.376207964627,0,0.0284996714523716,0
NA,NA,0,53,0,12,38720,0,183228,1,1,29,1,10670,6,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.9562937846368,3.93294685609421,71.9422137323803,0,0.136180451350747,0
NA,NA,0,45,0,13,69852,0,214714,1,0,10,0,6000,11,0,0,0,0,0,8,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,125.178412631315,4.0040567206846,55.1731432149459,0,0.0807778128372129,0
NA,NA,1,36,1,9,3747,0,0,1,0,38,1,5100,10,0,0,0,0,3,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,35.2699658455963,0,51.1905565385007,0,0.168694800059235,0
NA,NA,0,49,0,0,0,0,0,0,1,64,0,2630,10,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,37.7224246795042,0,0.0679745043431834,0
NA,NA,0,59,2,16,35192,0,165343,1,0,30,0,10920,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,93.0272600752878,3.88756440389754,72.7144353918219,0,0.0207026751705962,0
NA,NA,0,40,3,0,0,1,92488,0,0,28,0,7120,7,0,0,0,0,3,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3.64055543829287,59.702604447376,0,0.161818565233982,0
NA,NA,0,53,0,13,189509,0,0,0,0,36,0,27680,1,0,0,0,0,3,17,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,192.84737010681,0,111.644816836065,0,0.0881889957837845,0
NA,NA,0,40,0,9,25505,0,0,0,0,40,1,17330,1,0,0,0,0,1,10,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,80.9224023016332,0,89.9676004421405,0,0.597537527070466,1
NA,NA,1,40,2,15,30324,1,0,0,0,27,0,11590,1,0,0,0,0,5,6,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,87.2194912858334,0,74.7381707304328,0,0.686271606849458,1
NA,NA,0,39,1,11,61793,0,226016,1,0,26,0,28290,6,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,118.707103566095,4.02733473529317,112.772391087217,0,0.069257184716541,0
NA,NA,0,57,0,14,62894,0,242043,1,1,38,0,14870,7,0,3989,1,0,7,11,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,119.61834536074,4.05863368549998,83.8369280426172,8.29154650988391,0.177609366371916,0
NA,NA,0,50,0,13,63799,0,0,0,1,43,0,16050,1,0,3754,1,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120.360617276539,0,86.8408352533003,8.23084356419823,0.386566246441413,0
NA,NA,1,40,3,9,130051,0,379840,1,0,23,1,23470,11,0,0,0,0,2,9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163.836714535392,4.27065883442829,103.468114332381,0,0.101032124584256,0
NA,NA,0,46,0,10,35678,0,158840,0,0,73,1,12610,14,0,0,0,0,0,8,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,93.5813739160557,3.86997773359729,77.7015451091151,0,0.41419118969658,0
NA,NA,0,51,0,11,51605,0,0,0,1,41,0,15100,4,0,30605,1,1,5,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.798281230888,0,84.4322519327044,10.328951347151,0.507599210345427,1
NA,NA,0,35,3,11,88117,1,236440,0,0,55,1,17400,6,0,0,0,0,0,10,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138.423826794248,4.04790645310788,90.134946119513,0,0.316241599506962,0
NA,NA,0,59,0,13,63969,0,187263,0,0,42,1,16210,4,0,4733,3,0,11,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,120.499382171193,3.94263954274416,87.2388576046502,8.46252579007393,0.809641368865455,1
NA,NA,0,54,0,12,102295,0,299916,0,1,18,0,14320,4,0,0,0,0,0,15,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,147.661391967305,4.15815772547355,82.3928890353832,0,0.0342029964909,0
NA,NA,0,35,2,0,0,0,75659,1,0,29,0,6140,10,0,10139,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3.55886281541402,55.7629343520703,9.22424327714517,0.434844711561517,0
NA,NA,0,55,0,9,41159,0,190351,1,1,28,1,11120,6,0,0,0,0,0,6,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,99.5550431004979,3.94993303943011,73.3253773970026,0,0.0370787223869018,0
NA,NA,0,54,0,15,48466,0,187224,1,0,41,1,29490,4,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106.854864532246,3.94254674909281,114.952936564567,0,0.0138582796819563,0
NA,NA,0,52,0,10,2680,0,0,0,0,53,0,11380,11,0,0,0,0,0,17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,30.505796289235,0,74.1108139010445,0,0.0155054969456242,0
NA,NA,2,36,2,9,69434,0,230609,1,1,49,0,3860,4,0,3367,2,0,0,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124.853509997966,4.03650055504103,45.0211669206904,8.12207437536222,0.352737659562662,0
NA,NA,0,57,0,11,77686,0,240777,1,1,27,0,27020,6,0,0,0,0,3,8,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,131.074562044543,4.05622927248557,110.409627306926,0,0.0468070406660096,0
NA,NA,0,45,0,6,75109,0,277896,0,1,26,0,15350,1,0,0,0,0,0,19,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,129.17385697122,4.12248134832641,85.0738256968749,0,0.105663340908016,0
NA,NA,1,42,3,11,59800,1,0,0,1,37,0,11680,3,0,6914,3,0,5,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,117.033882512039,0,75.0051615017911,8.84144824409886,0.736744030801721,1
NA,NA,0,29,1,0,0,0,0,1,0,42,0,10860,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,72.5299786197993,0,0.616535201908579,1
NA,NA,0,47,0,11,46812,0,166668,1,1,36,0,10880,10,0,0,0,1,0,16,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,105.260315164591,3.89107230720718,72.5915251037727,0,0.205781011869467,0
NA,NA,0,46,0,11,97475,0,158840,0,0,51,0,21440,4,0,8393,1,0,5,7,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,144.607485538943,3.86997773359729,99.2417980244343,9.03527244389354,0.408830653984399,0
NA,NA,0,46,0,16,46018,0,158840,1,0,13,0,16700,4,0,1003,1,0,0,12,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,104.483499782536,3.86997773359729,88.4447977591669,6.91174730025167,0.0820167754542097,0
NA,NA,0,30,0,0,0,0,0,0,1,25,1,4500,1,0,2409,3,0,3,9,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,48.3204498563687,7.7873820264847,0.841070919868165,1
NA,NA,0,43,2,10,27496,0,152043,1,0,47,1,35890,6,0,0,0,1,0,8,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,83.5995041976832,3.85089969481878,125.84697021131,0,0.0907665597480561,0
NA,NA,0,37,0,12,49548,0,0,0,0,29,0,7120,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,107.881335432708,0,59.702604447376,0,0.0422021122853229,0
NA,NA,0,57,0,11,93401,0,0,0,0,12,1,28100,6,0,7314,2,0,5,13,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,141.95876445043,0,112.422597014,8.89768231345422,0.238861503620171,0
NA,NA,0,51,0,12,82886,0,237613,1,0,26,0,21480,3,0,26426,2,0,3,17,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,134.803867306644,4.05017074464744,99.3271105013222,10.1821414937779,0.0153175707655679,0
NA,NA,3,40,3,12,47456,0,165012,1,1,36,1,25920,1,0,3402,1,0,0,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,105.884906878679,3.88668419831103,108.314284126182,8.13241267450091,0.722016004912095,1
NA,NA,0,32,2,12,39144,1,0,0,0,34,0,5410,4,0,23418,3,1,5,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,97.4145957848661,0,52.6022037586591,10.0613029376919,0.842436763732909,1
NA,NA,0,46,0,6,34508,0,183694,1,0,14,0,8430,1,0,25401,3,0,1,6,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,92.2399945859058,3.93407587507608,64.53666394168,10.1425831900643,0.0311698701265444,0
NA,NA,1,38,1,6,51778,0,113408,1,0,52,0,7340,7,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,109.957511463708,3.72541567139197,60.546059538005,0,0.333690362279686,0
NA,NA,0,50,0,12,73671,0,158840,1,0,6,0,22420,1,0,0,0,0,0,15,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,128.097133858563,3.86997773359729,101.307830578899,0,0.0408189040894358,0
NA,NA,0,49,0,11,89659,0,0,0,1,31,0,1500,4,0,5064,2,0,1,13,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,139.467544500984,0,29.119108217154,8.53010941668278,0.305232362794602,0
NA,NA,0,51,0,7,141546,0,351285,0,1,18,1,29330,4,0,1184,2,0,4,8,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,169.956845304045,4.23310981875706,114.664996210657,7.07749805356923,0.184441528404443,0
NA,NA,0,46,0,14,34705,0,173076,1,1,50,1,9570,7,0,0,0,0,0,7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,92.4676365059249,3.90769594301265,68.4227308185248,0,0.370789179805128,0
NA,NA,0,38,0,0,0,0,0,0,0,40,0,1630,4,0,9228,2,0,7,6,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,30.256485870666,9.13010597926558,0.875329865625248,1
NA,NA,0,36,2,12,69546,0,186300,1,0,33,1,12050,1,0,5106,2,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,124.940673768772,3.94034322277269,76.0913043195662,8.53836742664764,0.585024676308928,1
NA,NA,0,41,1,10,137815,1,0,0,0,33,0,16160,9,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,168.002359009171,0,87.1147040021792,0,0.139175964795716,0
NA,NA,0,43,0,9,43505,0,107149,0,0,37,0,10780,4,0,3904,1,0,5,10,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,101.9735319831,3.70159293694662,72.2831797085842,8.27001306227379,0.485516112024106,0
NA,NA,0,41,3,12,48762,0,176946,1,0,26,0,28090,1,0,3996,2,0,4,12,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,107.136953768015,3.91747293495415,112.40415153759,8.29329935871132,0.212762447824567,0
NA,NA,2,45,2,10,71119,1,0,0,0,43,0,15600,1,0,3534,3,0,5,4,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,126.156543867933,0,85.7097917396742,8.17046857833067,0.631793426756628,1
NA,NA,1,39,2,11,40608,1,176832,0,0,20,0,9130,9,0,0,0,0,3,6,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,98.9757549287944,3.91718765406852,66.9540771573598,0,0.518967727270452,1
NA,NA,0,43,0,11,50260,0,178766,1,0,36,0,20490,6,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,108.549876999997,3.92200548100416,97.1898345529244,0,0.0885726545594189,0
NA,NA,0,36,0,9,32645,0,190491,1,1,51,0,8360,4,0,7466,3,0,0,14,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,90.0497723796251,3.95026120984876,64.2890626810513,8.9182485910357,0.149386468355139,0
NA,NA,2,39,2,11,64990,0,197575,1,0,5,1,17510,10,0,0,0,0,0,7,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,121.328422367295,3.96659367413808,90.3971864030795,0,0.295353659872465,0
NA,NA,0,45,0,13,107012,0,322746,1,1,43,1,28300,4,0,0,0,0,3,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,150.572015665647,4.19277230624852,112.790766174043,0,0.105478818956334,0
NA,NA,0,46,0,7,76216,0,0,0,0,56,0,13720,4,0,0,0,1,3,19,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,129.994801115465,0,80.7830498543495,0,0.53539207884347,1
NA,NA,1,51,1,8,51778,0,253662,1,1,5,1,12430,1,0,9000,1,0,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.957511463708,4.08019445769924,77.1882492036035,9.10509096125709,0.340373076916866,0
NA,NA,0,55,0,12,51512,0,0,0,1,29,1,9160,6,0,0,0,0,0,4,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,109.712558372899,0,67.0554086224877,0,0.0440885286806664,0
NA,NA,0,51,0,14,37098,0,158840,0,1,24,1,10310,7,0,9736,3,0,2,19,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,95.1762885284213,3.86997773359729,70.8128778716514,9.18368834097876,0.456917142853683,0
NA,NA,1,38,1,9,100796,1,0,0,1,26,0,16860,6,0,3011,4,0,0,8,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,146.720550553371,0,88.8344340570594,8.01035958891978,0.264139045101627,0
NA,NA,0,43,1,12,71402,0,210868,1,0,21,1,27250,1,0,9712,3,0,1,15,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,126.373668591658,3.9958870776603,110.841899464436,9.18122047340233,0.23800706218823,0
NA,NA,0,50,0,0,0,0,158840,0,0,8,0,6500,7,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3.86997773359729,57.2470428120587,0,0.373544451934925,0
NA,NA,0,29,3,13,24365,1,0,0,0,9,1,6840,7,0,36744,1,1,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,79.3359192162686,0,58.6085346162798,10.511757440963,0.790270791408827,1
NA,NA,0,40,2,11,51778,1,0,0,1,5,0,16080,3,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,109.957511463708,0,86.9156268007678,0,0.123282515991362,0
NA,NA,2,43,3,12,53073,1,213525,0,0,39,0,23100,10,0,5328,4,0,5,13,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,111.139972480964,4.0015450125947,102.712931088734,8.58091888229678,0.604986337451479,1
NA,NA,0,52,0,0,0,0,148315,1,1,62,0,7070,4,0,0,0,0,2,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3.84011219889483,59.5089585360181,0,0.0726326892331729,0
NA,NA,0,51,0,8,46993,0,175488,1,0,40,1,11300,1,0,4219,4,0,3,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105.436349985642,3.91381198628717,73.8701808802428,8.34759040703006,0.350265749834157,0
NA,NA,0,48,0,9,16468,0,127759,1,0,19,0,16540,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,66.958465402195,3.77591526641133,88.053144107857,0,0.208545666538623,0
NA,NA,1,43,2,12,83803,1,285833,0,0,31,1,19050,7,0,1670,2,0,2,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,135.447624285582,4.13562067237809,93.9791658147718,7.42117752859539,0.230377547563113,0
NA,NA,1,44,2,11,63215,0,202136,1,0,9,0,12930,6,0,7746,1,0,5,10,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,119.882315210078,3.97683648389359,78.6044113954345,8.9550609506319,0.271587585500296,0
NA,NA,0,46,0,12,128026,0,350087,1,0,27,1,21170,6,0,0,0,0,0,8,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,162.727184567112,4.23147604103804,98.6636812763037,0,0.05627101375757,0
NA,NA,0,34,1,10,74356,0,233461,1,0,41,0,1500,13,0,5926,2,0,8,13,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,128.611509673901,4.04211086153047,29.119108217154,8.68727346178784,0.256998227809597,0
