"TARGET_FLAG","TARGET_AMT","KIDSDRIV","AGE","HOMEKIDS","YOJ","INCOME","PARENT1","HOME_VAL","MSTATUS","SEX","TRAVTIME","CAR_USE","BLUEBOOK","TIF","RED_CAR","OLDCLAIM","CLM_FREQ","REVOKED","MVR_PTS","CAR_AGE","URBANICITY","HSDropout","Bachelors","Masters","PhD","Panel_Truck","Pickup","Sports_Car","Van","SUV","Professional","Blue_Collar","Clerical","Doctor","Lawyer","Manager","Home_Maker","Student","INCOME_MOD","HOME_VAL_MOD","BLUEBOOK_MOD","OLD_CLAIM_MOD","predict_prob","predict_target","TARGET_AMT1"
NA,NA,0,53,0,0,0,0,0,1,0,31,1,12530,6,0,2796,2,0,7,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,77.4739044650343,7.93630269320196,0.591821953123213,1,2762.42126200501
NA,NA,2,58,3,18,9750,0,0,1,1,50,0,2480,1,0,3741,2,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,53.3628478245474,0,36.7148894494194,8.22737550683403,0.860116383306915,1,2875.24884240985
NA,NA,0,26,3,0,0,1,0,0,1,41,1,4100,1,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,46.2906584080911,0,0.783560022795289,1,3414.9725425258
NA,NA,0,35,0,11,2540,0,107045,1,0,35,0,5220,6,0,7714,2,0,5,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,29.8052658085404,3.70118677489762,51.7423443473029,8.95092176479726,0.615928442754069,1,2345.59609980052
NA,NA,0,33,3,9,51778,0,185796,1,1,45,1,9120,10,0,0,0,1,1,7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,109.957511463708,3.93913721023681,66.9202601303167,0,0.556929793240555,1,2211.7193048972
NA,NA,1,43,2,11,76159,1,158840,0,0,52,0,20270,3,0,3255,2,0,1,8,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,129.952696016729,3.86997773359729,96.7073712312163,8.08825472712243,0.545459764121197,1,3165.0306177827
NA,NA,0,33,2,0,0,0,0,1,0,32,0,5430,6,0,0,0,1,3,9,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,52.6917619903635,0,0.64497382750636,1,1894.59539990639
NA,NA,0,33,1,10,83664,0,217763,1,1,54,1,21100,4,0,5495,3,0,7,8,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,135.350300527816,4.01044165304439,98.5131513267292,8.61177583390219,0.518539162118352,1,3701.15227181221
NA,NA,0,57,4,19,39953,0,166747,1,0,43,1,22780,1,0,7119,1,0,8,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,98.2812990380438,3.89128067535606,102.054524793382,8.87066300440602,0.668106763172726,1,3511.56821071723
NA,NA,0,17,0,6,40015,0,152243,0,1,50,1,23400,7,0,2047,2,0,7,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,98.3473090979853,3.85147176721051,103.32573666055,7.6246189861594,0.718255589114048,1,3481.33279920365
NA,NA,0,46,0,11,57136,0,192619,1,1,55,1,11810,8,0,8446,1,0,7,8,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,114.747163196762,3.95522324089464,75.3888646286379,9.0415666277275,0.621328242051729,1,3151.44004535861
NA,NA,0,41,2,14,53940,0,182684,1,0,32,1,24510,1,0,24295,1,1,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,111.922509163855,3.93162563309061,105.557055343703,10.0980670067256,0.636993830149694,1,2959.14735314472
NA,NA,1,43,2,11,96011,1,320017,0,0,39,0,22070,3,0,44668,1,1,0,4,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,143.663019448769,4.18875109722579,100.575656386651,10.7070350277065,0.506313140031585,1,3370.88308508949
NA,NA,2,36,3,0,0,1,0,0,1,47,0,5100,9,0,7205,2,0,1,8,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,51.1905565385007,8.88266929130804,0.857534214833001,1,3216.24220099276
NA,NA,0,49,0,13,46507,0,153166,1,0,32,0,5590,6,0,14074,3,1,0,7,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,104.962806651797,3.85410327508007,53.4019165085182,9.55215545300789,0.534060762265285,1,1742.12846290238
NA,NA,0,51,0,14,15732,0,104143,1,0,45,0,1500,1,0,5379,3,0,7,12,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,65.6458755422065,3.68970971304149,29.119108217154,8.59044365315583,0.645016446119892,1,2909.83991709182
NA,NA,0,28,1,8,4843,1,0,0,1,21,0,1980,9,0,3018,3,0,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,39.4143678140395,0,33.0950203683091,8.01268092970684,0.634267315562493,1,2635.52896932428
NA,NA,1,44,3,15,31728,1,0,0,0,28,0,9070,6,0,5897,3,0,5,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,88.9456447825791,0,66.7508744369336,8.68236858937522,0.76103299564569,1,3769.51137219083
NA,NA,0,36,0,5,16034,0,0,0,0,42,0,7940,1,0,9459,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,66.1885906411456,0,62.7794131410396,9.15482766204592,0.617179431196534,1,2082.87303216581
NA,NA,0,39,3,16,22626,0,60718,1,0,46,0,1500,1,0,5764,1,0,3,7,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,76.8325363237889,3.47148164028737,29.119108217154,8.65956043270316,0.701419288883546,1,2229.96445268553
NA,NA,0,59,0,0,0,0,145884,0,0,13,1,7400,1,0,5259,1,0,1,8,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3.83294745710716,60.7737203050164,8.56788630573176,0.818162130871838,1,2905.1706398013
NA,NA,2,41,3,14,13393,0,125873,1,0,31,0,5600,3,0,1479,2,0,5,7,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,61.2263143888815,3.76957494246283,53.4459351590495,7.29979736675816,0.738048100292787,1,2948.1752653403
NA,NA,0,27,3,9,45803,1,158840,0,1,20,1,11920,4,0,2043,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,104.271847677573,3.86997773359729,75.7117620579695,7.6226639513236,0.687825316224788,1,3107.06951931199
NA,NA,0,45,2,13,46458,0,240926,1,0,41,1,14250,10,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,104.914907165011,4.05651283775963,82.2069721333926,0,0.528118304193337,1,2181.65572616759
NA,NA,0,47,0,8,36302,0,0,0,0,50,0,11170,10,0,2549,4,0,3,8,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,94.2865900057359,0,73.4771855416897,7.84384863815247,0.529458551522232,1,2497.50333910756
NA,NA,1,41,3,11,50840,1,204326,0,0,44,1,10680,4,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,109.090516918375,3.98168198822478,71.9732886974579,0,0.76521312257268,1,3862.42137297536
NA,NA,0,45,3,15,12158,1,0,0,0,22,0,22410,3,0,3636,1,0,5,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,58.7144917980755,0,101.286997160026,8.19891444498699,0.500529628788847,1,2674.0057331341
NA,NA,0,39,0,11,33037,0,118221,1,1,38,0,9950,6,0,5829,3,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,90.5163975598861,3.74295402809551,69.6620804104219,8.67077227934454,0.544290829671729,1,1796.56572563655
NA,NA,0,47,0,14,19483,0,81685,1,1,54,0,9150,4,0,20115,1,1,6,3,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,72.0146699501821,3.58981511149286,67.0216513698957,9.90927079729186,0.701005759018319,1,2721.79408638563
NA,NA,0,49,0,0,0,0,0,1,1,23,1,11610,10,0,3996,1,0,5,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,74.7975983192083,8.29329935871132,0.59700663676459,1,2311.15206405983
NA,NA,0,50,0,14,51778,0,97670,0,1,50,1,10210,1,0,0,0,0,5,9,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,109.957511463708,3.66305141246036,70.495414281076,0,0.578681125112967,1,3468.78834074902
NA,NA,0,34,0,9,15363,0,0,0,1,27,1,18660,1,0,0,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,64.9746758034345,0,93.0872639920465,0,0.79547497443406,1,3424.47713190978
NA,NA,0,28,3,0,0,0,0,1,0,29,0,1500,4,0,3202,2,0,8,5,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,29.119108217154,8.07184314960916,0.756453896118309,1,2625.0648820035
NA,NA,2,41,2,9,93150,1,274760,0,1,49,1,10810,4,0,6985,1,0,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,141.793452780454,4.11719793584549,72.3758446145756,8.85166342536678,0.777621079316532,1,3464.06726712396
NA,NA,0,41,1,12,46874,1,0,0,0,51,1,23560,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,105.32065777149,0,103.650835435646,0,0.51510738491713,1,3319.721355469
NA,NA,0,46,0,12,6576,0,144646,1,0,48,0,24930,1,0,23060,1,1,6,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,44.9963681442045,3.82925798279215,106.387099938169,10.0458981580172,0.665352106447066,1,2789.28090975848
NA,NA,0,34,0,0,0,0,121949,0,0,66,0,6010,6,0,6682,3,0,2,9,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3.75610860876177,55.2155155554572,8.80732226751107,0.665533185729191,1,2574.22183702589
NA,NA,0,33,0,10,34682,0,183265,0,0,22,0,6380,3,0,1564,2,0,0,10,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,92.441096864055,3.93303659226082,56.7573791221235,7.35564110297425,0.551833714657041,1,1970.57972602115
NA,NA,0,38,0,10,59578,0,0,0,1,51,1,11260,4,0,5436,3,0,0,10,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,116.845557057892,0,73.7495199968003,8.60098271714592,0.541875803814708,1,2831.32991672593
NA,NA,0,48,0,12,13023,0,154122,1,0,37,0,9550,1,0,7000,1,0,1,8,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,60.4880912983604,3.85681407938466,68.3567733190293,8.8538082749772,0.503661937369695,1,1763.71242103018
NA,NA,0,36,1,9,72167,1,0,0,1,24,1,18550,1,0,725,2,0,4,14,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,126.958164885917,0,92.8338890042467,6.5875500148248,0.649377352159998,1,4078.23942995099
NA,NA,0,42,0,13,56746,0,176509,0,1,26,1,11370,4,0,17393,1,1,3,8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,114.407360178909,3.91637847141313,74.0807847448069,9.76388059814971,0.787890016629331,1,3279.64925669537
NA,NA,0,46,0,10,21534,0,90467,0,0,27,0,24360,1,0,32589,1,1,3,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,75.2043563935122,3.63147778130368,105.258754764214,10.3917607718316,0.619623810645215,1,2729.70139430612
NA,NA,0,49,0,13,100085,0,0,0,1,40,1,8420,13,0,9239,1,0,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,146.271519914159,0,64.5013603602539,9.13129716463573,0.543265830085522,1,2555.38088002806
NA,NA,0,32,1,12,93741,1,0,0,0,40,1,14070,13,0,3132,3,1,3,8,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,142.182291417337,0,81.7266276995035,8.04974629095219,0.771225272443818,1,4210.50857043493
NA,NA,0,34,4,15,3435,1,0,0,0,61,0,9670,6,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,33.9669286544681,0,68.7514092332116,0,0.634356548167817,1,2682.78596355362
NA,NA,0,45,2,12,52541,1,0,0,0,28,0,13400,1,0,5601,5,0,5,10,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,110.656206770157,0,79.9089293835009,8.63087895582005,0.570725541950906,1,3865.42211613937
NA,NA,0,38,0,10,51778,0,0,0,0,12,0,7060,1,0,985,1,0,5,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,109.957511463708,0,59.4701408629579,6.89365635460264,0.623816768839633,1,2706.41310919373
NA,NA,0,46,0,10,78374,0,0,0,1,41,1,18620,11,0,3181,1,0,5,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,131.575940021205,0,92.9952210183199,8.06526520889773,0.616653622409456,1,3137.37283156454
NA,NA,0,33,1,10,23953,1,0,0,0,39,0,7200,1,0,1118,2,0,7,8,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,78.7522268391487,0,60.0109194565892,7.02019070831193,0.84814234161179,1,4249.66351817765
NA,NA,0,33,3,10,28853,0,181865,1,0,19,0,4390,7,0,11580,2,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,85.3616286340214,3.9296299155721,47.7722992204639,9.35712110318438,0.53188234578705,1,1409.36731059449
NA,NA,0,40,1,0,0,1,100489,0,0,12,0,7130,4,0,8288,2,0,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3.67484810888962,59.7412455856098,9.02268461359153,0.697185189199078,1,2612.58034481588
NA,NA,0,35,2,0,0,1,0,0,0,12,0,16010,4,0,5118,2,0,7,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,86.74099588106,8.54071438645758,0.748036356312636,1,3504.00647890298
NA,NA,0,34,2,12,55353,1,203703,0,0,41,1,14090,13,0,4519,1,0,6,6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,113.182719261115,3.98030827071389,81.7801622450609,8.41626727282628,0.763147686575687,1,4029.56472538431
NA,NA,0,46,0,5,25772,0,140649,0,0,44,1,20030,3,0,0,0,0,1,8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,81.2881307891128,3.81715188829986,96.1778174853778,0,0.575245679610604,1,2785.75681397157
NA,NA,0,50,0,13,58504,0,0,0,0,44,1,20550,1,0,2916,1,0,6,11,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,115.92880193078,0,97.3209303320494,7.97831096986772,0.692719250319715,1,3898.38444613243
NA,NA,0,40,1,11,6947,1,131827,0,0,41,1,25170,4,0,6985,2,0,8,8,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,46.0784891160543,3.78931312120237,106.858029743957,8.85166342536678,0.781033795711832,1,4420.71663019188
NA,NA,0,37,0,0,0,0,0,0,0,53,1,5200,11,0,0,0,0,4,7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,51.6508581430013,0,0.766752489623755,1,3055.33973808029
NA,NA,1,41,3,13,18408,0,95813,1,0,43,0,7440,1,0,20380,2,1,8,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,70.2664253385743,3.65511429259355,60.924941842061,9.92235837328638,0.87457123519566,1,4078.7150577827
NA,NA,0,53,0,0,0,0,92718,1,0,12,1,19940,6,0,1936,1,0,8,7,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3.64157734215676,95.9783536337348,7.568895663407,0.564843235059389,1,3096.39866576596
NA,NA,0,65,0,15,5013,0,107287,1,0,32,1,8670,1,0,5900,1,0,8,8,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,40.0075821889755,3.70213134324108,65.3772733754595,8.68287710705717,0.827998717346356,1,3850.48639461569
NA,NA,0,45,0,9,14484,0,0,0,0,20,0,2950,10,0,4518,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,63.3380556807821,0,39.7729632905031,8.41604600941128,0.57786486616008,1,1668.94331178272
NA,NA,0,35,0,10,1886,0,55001,1,0,27,0,12690,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,26.2004982971856,3.4329057191248,77.928408656901,0,0.514787094256715,1,1533.15196842027
NA,NA,0,35,1,0,0,0,60714,1,0,58,0,13820,4,0,4896,1,0,1,7,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3.47145579695347,81.0539544192705,8.49637805170232,0.594934471950962,1,1879.02822769152
NA,NA,0,46,0,13,41944,0,100318,0,1,47,1,18340,9,0,6018,3,0,3,10,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,100.37280077616,3.67414093957147,92.3479144071613,8.70267641154777,0.650466700607528,1,3202.58784249989
NA,NA,0,30,1,11,17619,0,86310,1,0,18,0,16890,1,0,0,0,1,5,6,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,68.9461283728136,3.61222593280555,88.9072686721283,0,0.579477960925834,1,2590.90095431347
NA,NA,1,36,2,12,91729,1,307043,0,0,26,0,16220,1,0,8048,3,1,0,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,140.85276712529,4.16920749361233,87.2636635449085,8.99330313909373,0.710724397263698,1,3561.11855161637
NA,NA,0,31,4,0,0,1,0,0,0,54,0,8880,7,0,0,0,0,0,6,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,66.1025749447181,0,0.508824894698628,1,2372.32355092474
NA,NA,1,39,2,12,117329,1,0,0,1,37,0,1910,7,0,3486,2,0,8,12,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,156.694056905639,0,32.5504039332017,8.15679704667565,0.628456069276197,1,3725.01133491577
NA,NA,0,51,0,9,69551,0,0,0,1,60,1,6600,9,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,124.944563151995,0,57.6513862166591,0,0.547729071544731,1,2502.56151913808
NA,NA,0,61,0,11,56210,0,0,0,1,70,0,17590,1,0,7076,3,0,3,15,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,113.938181178227,0,90.5873493312694,8.86460536807578,0.501557852158,1,2958.12794704139
NA,NA,3,62,3,19,85081,1,0,0,0,19,0,26420,17,0,9810,4,0,7,18,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,136.338185459767,0,109.272537159808,9.19125948416339,0.630660303702444,1,4691.02847035294
NA,NA,0,50,0,15,53924,0,203155,1,1,37,1,25320,1,0,5546,2,0,6,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,111.908132738946,3.97909684437695,107.15113269243,8.62101252005523,0.560627439628267,1,2891.6035461788
NA,NA,0,25,1,8,66390,1,0,0,0,41,1,22740,9,0,7019,2,0,1,10,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,122.45328930877,0,101.971874363614,8.85651849701986,0.550560296177907,1,3453.07867296199
NA,NA,0,27,3,13,35851,0,147018,1,0,47,1,4200,1,0,0,0,0,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,93.7775865655567,3.83630270186983,46.8077669568045,0,0.693500183772521,1,3192.68520289745
NA,NA,0,35,0,10,64530,0,0,0,0,50,0,5000,1,0,5202,1,0,0,13,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,120.955828621347,0,50.7253639801162,8.5569906612903,0.534703616949159,1,2278.08697119323
NA,NA,1,42,2,14,251883,1,603984,0,0,31,0,5700,3,0,33808,1,1,4,8,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,218.131861303356,4.50044930557106,53.8838115343535,10.4284823182163,0.607525612455044,1,3986.52925634093
NA,NA,0,30,2,0,0,0,0,1,0,21,0,5430,3,0,0,0,1,0,5,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,52.6917619903635,0,0.574864124067002,1,1366.29233281558
NA,NA,0,30,1,0,0,1,76283,0,0,35,0,4500,6,0,35477,4,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3.56216750323389,48.3204498563687,10.4766680650489,0.77429304146634,1,3624.84469779164
NA,NA,0,35,0,0,0,0,0,1,1,30,1,5000,1,0,0,0,0,3,10,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,50.7253639801162,0,0.509740953117687,1,2334.25021611775
NA,NA,0,56,0,15,25632,0,0,0,0,32,0,7320,3,0,8498,2,0,4,8,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,81.0966323820006,0,60.4699498414437,9.04770378849863,0.502893874396033,1,2529.58462348701
NA,NA,0,51,0,7,47204,0,0,0,1,47,1,17750,1,0,8303,2,0,0,15,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,105.641077240123,0,90.9662816423647,9.02449260540567,0.544833909021199,1,2915.22358192894
NA,NA,0,43,2,0,0,0,0,1,0,61,1,5800,4,0,6935,4,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,54.3175665376285,8.84448051846038,0.723539633201157,1,3120.12048099506
NA,NA,0,34,2,9,33538,1,0,0,1,29,0,8250,4,0,38845,2,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.1082260059136,0,63.8977065159723,10.5673603903921,0.529401815006503,1,2778.1121079247
NA,NA,1,36,2,12,82780,0,158840,1,1,24,1,1500,6,0,5999,2,1,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134.729192782218,3.86997773359729,29.119108217154,8.69951474821019,0.817310069345124,1,3365.25022370579
NA,NA,0,47,0,16,33717,0,145021,1,1,45,1,4870,13,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,91.3184612654031,3.83037850143953,50.1130517738702,0,0.571697991796892,1,1892.82620269326
NA,NA,2,43,2,12,62638,1,0,0,0,36,1,23140,6,0,7148,2,0,4,11,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,119.407279319506,0,102.794885346507,8.87472776576685,0.780421444897633,1,4657.36209068144
NA,NA,0,43,0,12,46915,0,0,0,1,52,0,11310,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,105.360536898494,0,73.9003101150268,0,0.645379092907871,1,2353.37006014859
NA,NA,0,49,0,6,11069,0,0,0,0,60,0,19520,4,0,5954,3,0,5,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,56.3766066435967,0,95.0410430536135,8.6919864817894,0.685946939288019,1,3129.69504905549
NA,NA,0,43,3,0,0,0,0,1,1,12,1,14740,1,0,6840,3,0,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,83.498243558471,8.830689198761,0.542208298766048,1,2714.39541060457
NA,NA,1,37,2,14,11607,0,132755,1,0,11,0,6360,1,0,4367,2,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,57.5471411257486,3.79231802473728,56.675287296304,8.38206051742474,0.536767814614185,1,1789.39376063075
NA,NA,0,33,1,12,119869,1,0,0,0,48,1,23410,1,0,26363,1,1,5,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,158.153963416254,0,103.346090369886,10.1797547221726,0.85631776092488,1,4775.11041657167
NA,NA,0,48,0,0,0,0,0,1,1,48,1,1500,4,0,25494,3,1,6,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,29.119108217154,10.1462376334893,0.863185373963296,1,3485.57438583976
NA,NA,0,37,2,4,40091,0,154672,1,0,9,0,5510,3,0,0,0,1,2,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,98.4281455926496,3.85836689128485,53.0482286810411,0,0.504632985766081,1,1852.62511224968
NA,NA,0,36,1,8,20494,0,0,1,1,22,1,5000,1,0,1091,1,0,5,7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,73.6095859575842,0,50.7253639801162,6.99576615630485,0.677126348339923,1,2720.78884821711
NA,NA,0,34,1,0,0,1,0,0,1,32,1,11910,4,0,2361,3,0,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,75.6824742920511,7.76726399675731,0.860362568101721,1,4043.0931327571
NA,NA,0,48,0,12,144922,0,0,0,1,31,1,6300,1,0,0,0,1,0,20,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,171.70034195033,0,56.4281735386419,0,0.576682895136307,1,2818.87274715828
NA,NA,0,33,2,11,21460,1,0,0,1,10,1,27960,6,0,2706,3,0,7,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,75.0923451646146,0,112.16403752199,7.9035962896143,0.616133638732571,1,3898.36363219554
NA,NA,0,37,0,7,61790,0,0,0,1,32,1,13700,4,0,7373,3,1,2,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.704608094925,0,80.7287413597123,8.90571557879409,0.709115523493352,1,3111.67483748446
NA,NA,0,58,0,8,77297,0,280067,0,1,5,1,7300,4,0,3075,4,0,5,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,130.789964698065,4.12610807408501,60.3937279770871,8.03138533062553,0.51845083526495,1,3289.62423319093
NA,NA,0,56,0,14,22881,0,174663,1,1,19,1,7100,1,0,995,3,0,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,77.2062885265012,3.91172849275469,59.6252343176505,6.9037472575846,0.587734259433354,1,2582.58369754093
NA,NA,0,30,5,0,0,0,0,1,1,6,1,16810,1,0,1975,3,0,8,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,88.7128876319365,7.58882987830781,0.708654557390505,1,3435.07695790676
NA,NA,0,44,0,10,63426,0,209773,0,1,26,1,2330,13,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120.055414342795,3.99353691782664,35.6739401686138,0,0.544172501596254,1,1877.77096222814
NA,NA,0,31,1,14,86794,1,0,0,0,55,1,19910,4,0,4156,1,1,2,8,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,137.520056382673,0,95.9117578837451,8.33254893925264,0.850210466524341,1,4381.92377084576
NA,NA,0,46,0,0,0,0,0,0,1,32,1,9200,3,0,11583,3,0,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,67.1902393868438,9.3573801146255,0.784448912399976,1,3181.50489093039
NA,NA,0,47,0,0,0,0,0,0,1,25,0,6200,9,0,25973,1,1,0,5,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,56.0134817471988,10.16485131667,0.638941652340028,1,1598.54867938833
NA,NA,0,47,0,7,21517,0,130812,1,1,12,1,8350,10,0,7143,2,0,7,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,75.1786434180096,3.7860049477162,64.2535999802389,8.87402812255634,0.526454080126168,1,2661.13017015234
NA,NA,0,47,0,13,45431,0,192184,1,1,45,1,16780,4,0,3809,2,0,5,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,103.904305609308,3.95421288365678,88.6398662237973,8.24538446812075,0.614121734864756,1,3107.43732567411
